Package,Class,Method,Parameters,Cyclomatic Complexity
org.apache.commons.collections4.properties,PropertiesFactory,createProperties,[],1
org.apache.commons.collections4.list,CursorableLinkedList,broadcastNodeChanged,[final Node<E> node],3
org.apache.commons.collections4.map,PassiveExpiringMap,now,[],1
org.apache.commons.collections4.map,AbstractReferenceMap,getEntry,[final Object key],2
org.apache.commons.collections4.list,AbstractLinkedList,createHeaderNode,[],1
org.apache.commons.collections4.map,UnmodifiableEntrySet,unmodifiableEntrySet,[final Set<Map.Entry<K, V>> set],2
org.apache.commons.collections4.bloomfilter,EnhancedDoubleHasher,getInitial,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedSet,[final Set<E> set],1
org.apache.commons.collections4.iterators,CollatingIterator,start,[],3
org.apache.commons.collections4,IteratorUtils,boundedIterator,[final Iterator<? extends E> iterator, final long offset, final long max],1
org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,getValue,[],1
org.apache.commons.collections4.map,LinkedMapList,lastIndexOf,[final Object obj],1
org.apache.commons.collections4.functors,NOPClosure,nopClosure,[],1
org.apache.commons.collections4.bloomfilter,BloomFilter,estimateN,[],5
org.apache.commons.collections4.properties,EmptyProperties,putIfAbsent,[final Object key, final Object value],1
org.apache.commons.collections4.iterators,FilterListIterator,setListIterator,[final ListIterator<? extends E> iterator],1
org.apache.commons.collections4.functors,TransformerPredicate,transformerPredicate,[final Transformer<? super T, Boolean> transformer],1
org.apache.commons.collections4.list,Cursor,nodeRemoved,[final Node<E> node],5
org.apache.commons.collections4,ListUtils,lazyList,[final List<E> list, final Transformer<Integer, ? extends E> transformer],1
org.apache.commons.collections4.splitmap,TransformedSplitMap,transformMap,[final Map<? extends J, ? extends U> map],3
org.apache.commons.collections4.map,EntrySetView,getEntrySet,[],2
org.apache.commons.collections4.comparators,BooleanComparator,getFalseFirstComparator,[],1
org.apache.commons.collections4.bloomfilter,Shape,checkCalculatedProbability,[final double probability],2
org.apache.commons.collections4,MultiValuedMap,put,[K key, V value],1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,bitIndex,[final K key, final K foundKey],1
org.apache.commons.collections4,MapUtils,predicatedSortedMap,[final SortedMap<K, V> map, final Predicate<? super K> keyPred, final Predicate<? super V> valuePred],1
org.apache.commons.collections4,MapUtils,printIndent,[final PrintStream out, final int indent],2
org.apache.commons.collections4.bidimap,UnmodifiableSortedBidiMap,unmodifiableSortedBidiMap,[final SortedBidiMap<K, ? extends V> map],2
org.apache.commons.collections4,MapUtils,transformedSortedMap,[final SortedMap<K, V> map, final Transformer<? super K, ? extends K> keyTransformer, final Transformer<? super V, ? extends V> valueTransformer],1
org.apache.commons.collections4.map,DefaultedMap,defaultedMap,[final Map<K, V> map, final Transformer<? super K, ? extends V> transformer],1
org.apache.commons.collections4.functors,ConstantTransformer,getConstant,[],1
org.apache.commons.collections4.map,LRUMap,reuseMapping,[final LinkEntry<K, V> entry, final int hashIndex, final int hashCode, final K key, final V value],5
org.apache.commons.collections4.functors,MapTransformer,mapTransformer,[final Map<? super I, ? extends O> map],2
org.apache.commons.collections4,PredicateUtils,asPredicate,[final Transformer<? super T, Boolean> transformer],1
org.apache.commons.collections4.functors,ForClosure,getCount,[],1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,compareKeys,[final K key, final K other],3
org.apache.commons.collections4,MultiSet,setCount,[E object, int count],1
org.apache.commons.collections4.map,MultiKeyMap,multiKeyMap,[final AbstractHashedMap<MultiKey<? extends K>, V> map],2
org.apache.commons.collections4.multimap,WrappedCollection,getMapping,[],1
org.apache.commons.collections4.map,TransformedMap,isSetValueChecking,[],1
org.apache.commons.collections4.bloomfilter,EnhancedDoubleHasher,getIncrement,[],1
org.apache.commons.collections4.list,NodeCachingLinkedList,shrinkCacheToMaximumSize,[],2
org.apache.commons.collections4,IteratorUtils,singletonListIterator,[final E object],1
org.apache.commons.collections4.bidimap,TreeBidiMap,doPut,[final K key, final V value],7
org.apache.commons.collections4.list,AbstractLinkedList,createSubListIterator,[final LinkedSubList<E> subList],1
org.apache.commons.collections4.iterators,ObjectArrayListIterator,reset,[],1
org.apache.commons.collections4,TrieUtils,unmodifiableTrie,[final Trie<K, ? extends V> trie],1
org.apache.commons.collections4.bloomfilter,SetOperations,cosineSimilarity,[final BloomFilter first, final BloomFilter second],3
org.apache.commons.collections4.functors,InstantiateTransformer,instantiateTransformer,[final Class<?>[] paramTypes, final Object[] args],10
org.apache.commons.collections4.list,AVLNode,removeMin,[],3
org.apache.commons.collections4.set,CompositeSet,getSets,[],1
org.apache.commons.collections4.list,AVLNode,insertOnRight,[final int indexRelativeToMe, final E obj],3
org.apache.commons.collections4.map,AbstractHashedMap,addMapping,[final int hashIndex, final int hashCode, final K key, final V value],1
org.apache.commons.collections4.bloomfilter,SetOperations,jaccardSimilarity,[final BitMapProducer first, final BitMapProducer second],3
org.apache.commons.collections4.functors,AnyPredicate,anyPredicate,[final Collection<? extends Predicate<? super T>> predicates],3
org.apache.commons.collections4.queue,CircularFifoQueue,increment,[int index],2
org.apache.commons.collections4,BagUtils,predicatedBag,[final Bag<E> bag, final Predicate<? super E> predicate],1
org.apache.commons.collections4.functors,InvokerTransformer,invokerTransformer,[final String methodName, final Class<?>[] paramTypes, final Object[] args],10
org.apache.commons.collections4.bidimap,DualTreeBidiMap,inverseSortedBidiMap,[],1
org.apache.commons.collections4.list,CursorableLinkedList,broadcastNodeInserted,[final Node<E> node],3
org.apache.commons.collections4.iterators,IteratorChain,lockChain,[],3
org.apache.commons.collections4.bidimap,TreeBidiMap,doRemoveValue,[final Object value],2
org.apache.commons.collections4.bidimap,Node,setParent,[final Node<K, V> node, final DataElement dataElement],1
org.apache.commons.collections4.bidimap,Node,getData,[final DataElement dataElement],4
org.apache.commons.collections4.bidimap,TreeBidiMap,insertValue,[final Node<K, V> newNode],6
org.apache.commons.collections4.trie,AbstractPatriciaTrie,decrementSize,[],1
org.apache.commons.collections4,LcsVisitor,visitDeleteCommand,[final E object],1
org.apache.commons.collections4,FluentIterable,reverse,[],1
org.apache.commons.collections4,MultiMapUtils,newSetValuedHashMap,[],1
org.apache.commons.collections4.bloomfilter,SetOperations,hammingDistance,[final BitMapProducer first, final BitMapProducer second],1
org.apache.commons.collections4,BagUtils,unmodifiableBag,[final Bag<? extends E> bag],1
org.apache.commons.collections4.set,TransformedSortedSet,transformingSortedSet,[final SortedSet<E> set, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.functors,IfTransformer,ifTransformer,[final Predicate<? super T> predicate, final Transformer<? super T, ? extends T> trueTransformer],1
org.apache.commons.collections4,ComparatorUtils,nullLowComparator,[Comparator<E> comparator],2
org.apache.commons.collections4.sequence,EditScript,getLCSLength,[],1
org.apache.commons.collections4.keyvalue,MultiKey,getClass,[final T value],3
org.apache.commons.collections4,IteratorUtils,skippingIterator,[final Iterator<E> iterator, final long offset],1
org.apache.commons.collections4.properties,EmptyProperties,replace,[final Object key, final Object oldValue, final Object newValue],1
org.apache.commons.collections4.iterators,LazyIteratorChain,updateCurrentIterator,[],8
org.apache.commons.collections4.bidimap,TreeBidiMap,doRedBlackDelete,[final Node<K, V> deletedNode],14
org.apache.commons.collections4,ListUtils,isEqualList,[final Collection<?> list1, final Collection<?> list2],11
org.apache.commons.collections4.bloomfilter,SetOperations,xorCardinality,[final BitMapProducer first, final BitMapProducer second],1
org.apache.commons.collections4.list,AVLNode,heightRightMinusLeft,[],1
org.apache.commons.collections4,MultiValuedMap,containsKey,[Object key],1
org.apache.commons.collections4.functors,FactoryTransformer,factoryTransformer,[final Factory<? extends O> factory],1
org.apache.commons.collections4.queue,PredicatedQueue,predicatedQueue,[final Queue<E> Queue, final Predicate<? super E> predicate],1
org.apache.commons.collections4,MapUtils,getMap,[final Map<? super K, ?> map, final K key, final Map<?, ?> defaultValue],1
org.apache.commons.collections4.functors,IfTransformer,getTrueTransformer,[],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,nextEntryInSubtree,[final TrieEntry<K, V> node, final TrieEntry<K, V> parentOfSubtree],2
org.apache.commons.collections4.map,AbstractHashedMap,entryKey,[final HashEntry<K, V> entry],1
org.apache.commons.collections4.list,Node,setPreviousNode,[final Node<E> previous],1
org.apache.commons.collections4,CollectionUtils,filterInverse,[final Iterable<T> collection, final Predicate<? super T> predicate],3
org.apache.commons.collections4.set,TransformedSet,transformedSet,[final Set<E> set, final Transformer<? super E, ? extends E> transformer],4
org.apache.commons.collections4,MultiValuedMap,values,[],1
org.apache.commons.collections4.list,AVLNode,insert,[final int index, final E obj],2
org.apache.commons.collections4.map,FlatMapEntry,setRemoved,[final boolean flag],1
org.apache.commons.collections4.bloomfilter,Shape,checkNumberOfHashFunctions,[final int numberOfHashFunctions],2
org.apache.commons.collections4.functors,InstanceofPredicate,instanceOfPredicate,[final Class<?> type],1
org.apache.commons.collections4.set,UnmodifiableSet,unmodifiableSet,[final Set<? extends E> set],2
org.apache.commons.collections4,IterableUtils,unmodifiableIterable,[final Iterable<E> iterable],2
org.apache.commons.collections4.bidimap,TreeBidiMap,doEquals,[final Object obj, final DataElement dataElement],10
org.apache.commons.collections4,QueueUtils,emptyQueue,[],1
org.apache.commons.collections4.functors,NullIsExceptionPredicate,nullIsExceptionPredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4.set,TransformedNavigableSet,ceiling,[final E e],1
org.apache.commons.collections4.properties,EmptyProperties,getProperty,[final String key, final String defaultValue],1
org.apache.commons.collections4.list,AVLNode,rotateRight,[],1
org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,getMapIterator,[],1
org.apache.commons.collections4.set,PredicatedNavigableSet,predicatedNavigableSet,[final NavigableSet<E> set, final Predicate<? super E> predicate],1
org.apache.commons.collections4.iterators,CollatingIterator,clear,[final int i],1
org.apache.commons.collections4.functors,SwitchTransformer,getDefaultTransformer,[],1
org.apache.commons.collections4.bidimap,TreeBidiMap,checkNonNullComparable,[final Object obj, final DataElement dataElement],3
org.apache.commons.collections4.list,LinkedSubList,rangeCheck,[final int index, final int beyond],3
org.apache.commons.collections4,CollectionUtils,forAllButLastDo,[final Iterator<T> iterator, final C closure],3
org.apache.commons.collections4.functors,InstantiateFactory,instantiateFactory,[final Class<T> classToInstantiate, final Class<?>[] paramTypes, final Object[] args],10
org.apache.commons.collections4.sequence,EditScript,visit,[final CommandVisitor<T> visitor],2
org.apache.commons.collections4.set,PredicatedSet,predicatedSet,[final Set<E> set, final Predicate<? super E> predicate],1
org.apache.commons.collections4.iterators,TransformIterator,setIterator,[final Iterator<? extends I> iterator],1
org.apache.commons.collections4.bidimap,Node,getLeft,[final DataElement dataElement],1
org.apache.commons.collections4.set,MapBackedSet,mapBackedSet,[final Map<E, ? super V> map, final V dummyValue],1
org.apache.commons.collections4.list,TreeList,checkInterval,[final int index, final int startIndex, final int endIndex],3
org.apache.commons.collections4.functors,SwitchClosure,getDefaultClosure,[],1
org.apache.commons.collections4.collection,CompositeCollection,getCollections,[],1
org.apache.commons.collections4.functors,ConstantTransformer,nullTransformer,[],1
org.apache.commons.collections4.map,ListOrderedMap,asList,[],1
org.apache.commons.collections4.bidimap,Node,isRightChild,[final DataElement dataElement],2
org.apache.commons.collections4,CollectionUtils,unmodifiableCollection,[final Collection<? extends C> collection],1
org.apache.commons.collections4.queue,AbstractQueueDecorator,offer,[final E obj],1
org.apache.commons.collections4.functors,ExceptionPredicate,exceptionPredicate,[],1
org.apache.commons.collections4.iterators,FilterListIterator,getPredicate,[],1
org.apache.commons.collections4.keyvalue,DefaultKeyValue,toMapEntry,[],1
org.apache.commons.collections4.set,TransformedSortedSet,transformedSortedSet,[final SortedSet<E> set, final Transformer<? super E, ? extends E> transformer],4
org.apache.commons.collections4.list,AVLNode,recalcHeight,[],5
org.apache.commons.collections4.functors,PredicateTransformer,predicateTransformer,[final Predicate<? super T> predicate],2
org.apache.commons.collections4.bidimap,TreeBidiMap,grow,[],1
org.apache.commons.collections4.bidimap,TreeBidiMap,shrink,[],1
org.apache.commons.collections4.map,AbstractSortedMapDecorator,subMap,[final K fromKey, final K toKey],1
org.apache.commons.collections4,SplitMapUtils,writableMap,[final Put<K, V> put],2
org.apache.commons.collections4.sequence,Snake,getEnd,[],1
org.apache.commons.collections4,ListUtils,hashCodeForList,[final Collection<?> list],5
org.apache.commons.collections4.functors,SwitchClosure,switchClosure,[final Map<Predicate<E>, Closure<E>> predicatesAndClosures],5
org.apache.commons.collections4.list,AbstractLinkedList,addNodeBefore,[final Node<E> node, final E value],1
org.apache.commons.collections4.functors,InstanceofPredicate,getType,[],1
org.apache.commons.collections4.properties,EmptyProperties,propertyNames,[],1
org.apache.commons.collections4.sequence,SequencesComparator,buildSnake,[final int start, final int diag, final int end1, final int end2],4
org.apache.commons.collections4.set,TransformedNavigableSet,pollFirst,[],1
org.apache.commons.collections4.map,AbstractSortedMapDecorator,headMap,[final K toKey],1
org.apache.commons.collections4.comparators,BooleanComparator,compare,[final Boolean b1, final Boolean b2],5
org.apache.commons.collections4.list,AbstractLinkedList,removeLast,[],2
org.apache.commons.collections4,MultiMapUtils,getValuesAsList,[final MultiValuedMap<K, V> map, final K key],3
org.apache.commons.collections4.bloomfilter,BloomFilter,estimateIntersection,[final BloomFilter other],10
org.apache.commons.collections4,ArrayStack,search,[final Object object],6
org.apache.commons.collections4,FactoryUtils,nullFactory,[],1
org.apache.commons.collections4.functors,ExceptionFactory,exceptionFactory,[],1
org.apache.commons.collections4.iterators,ObjectArrayListIterator,set,[final E obj],2
org.apache.commons.collections4,LcsVisitor,visitInsertCommand,[final E object],1
org.apache.commons.collections4.iterators,EntrySetMapIterator,toString,[],2
org.apache.commons.collections4,OrderedMap,nextKey,[K key],1
org.apache.commons.collections4.set,TransformedNavigableSet,transformedNavigableSet,[final NavigableSet<E> set, final Transformer<? super E, ? extends E> transformer],4
org.apache.commons.collections4.iterators,CollatingIterator,checkNotStarted,[],2
org.apache.commons.collections4.collection,IndexedCollection,addToIndex,[final C object],3
org.apache.commons.collections4,SetUtils,isEqualSet,[final Collection<?> set1, final Collection<?> set2],5
org.apache.commons.collections4,IterableUtils,emptyIterable,[],1
org.apache.commons.collections4.list,NodeCachingLinkedList,createNode,[final E value],2
org.apache.commons.collections4.list,AbstractLinkedList,addNodeAfter,[final Node<E> node, final E value],1
org.apache.commons.collections4,IteratorUtils,objectGraphIterator,[final E root, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.iterators,ArrayIterator,getArray,[],1
org.apache.commons.collections4.list,NodeCachingLinkedList,addNodeToCache,[final Node<E> node],2
org.apache.commons.collections4.comparators,FixedOrderComparator,getUnknownObjectBehavior,[],1
org.apache.commons.collections4.functors,NullIsFalsePredicate,nullIsFalsePredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4,ListUtils,getFirst,[final List<T> list],1
org.apache.commons.collections4,ClosureUtils,doWhileClosure,[final Closure<? super E> closure, final Predicate<? super E> predicate],1
org.apache.commons.collections4.keyvalue,DefaultKeyValue,setKey,[final K key],2
org.apache.commons.collections4.bloomfilter,IndexProducer,test,[long word],5
org.apache.commons.collections4.bloomfilter,CountingBloomFilter,getMaxCell,[],1
org.apache.commons.collections4.map,AbstractHashedMap,destroyEntry,[final HashEntry<K, V> entry],1
org.apache.commons.collections4,IterableUtils,emptyIteratorIfNull,[final Iterable<E> iterable],3
org.apache.commons.collections4.queue,TransformedQueue,transformedQueue,[final Queue<E> queue, final Transformer<? super E, ? extends E> transformer],4
org.apache.commons.collections4,CollectionUtils,collate,[final Iterable<? extends O> iterableA, final Iterable<? extends O> iterableB, final Comparator<? super O> comparator, final boolean includeDuplicates],9
org.apache.commons.collections4.functors,UniquePredicate,uniquePredicate,[],1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,isBitSet,[final K key, final int bitIndex, final int lengthInBits],2
org.apache.commons.collections4.trie,PrefixRangeMap,fixup,[],15
org.apache.commons.collections4.list,CursorableLinkedList,cursor,[final int fromIndex],1
org.apache.commons.collections4.bidimap,TreeBidiMap,checkKeyAndValue,[final Object key, final Object value],1
org.apache.commons.collections4,MapUtils,transformedMap,[final Map<K, V> map, final Transformer<? super K, ? extends K> keyTransformer, final Transformer<? super V, ? extends V> valueTransformer],1
org.apache.commons.collections4.bag,TransformedSortedBag,transformedSortedBag,[final SortedBag<E> bag, final Transformer<? super E, ? extends E> transformer],4
org.apache.commons.collections4,BagUtils,transformingSortedBag,[final SortedBag<E> bag, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4,MapUtils,getFloat,[final Map<? super K, ?> map, final K key, final Function<K, Float> defaultFunction],1
org.apache.commons.collections4.properties,EmptyProperties,replaceAll,[final BiFunction<? super Object, ? super Object, ? extends Object> function],1
org.apache.commons.collections4,MapUtils,orderedMap,[final Map<K, V> map],1
org.apache.commons.collections4.trie,PrefixRangeMap,inFromRange,[final K key, final boolean forceInclusive],1
org.apache.commons.collections4.iterators,LazyIteratorChain,nextIterator,[int count],1
org.apache.commons.collections4.properties,EmptyProperties,load,[final Reader reader],1
org.apache.commons.collections4,EquatorWrapper,hashCode,[],1
org.apache.commons.collections4.bloomfilter,BitMap,getLongIndex,[final int bitIndex],1
org.apache.commons.collections4.set,UnmodifiableSortedSet,subSet,[final E fromElement, final E toElement],1
org.apache.commons.collections4.multimap,AbstractMultiValuedMap,wrappedCollection,[final K key],1
org.apache.commons.collections4.map,LRUMap,removeLRU,[final LinkEntry<K, V> entry],1
org.apache.commons.collections4.map,MultiKeyMap,removeMultiKey,[final Object key1, final Object key2, final Object key3, final Object key4, final Object key5],4
org.apache.commons.collections4,MapUtils,predicatedMap,[final Map<K, V> map, final Predicate<? super K> keyPred, final Predicate<? super V> valuePred],1
org.apache.commons.collections4,IterableUtils,transformedIterable,[final Iterable<I> iterable, final Transformer<? super I, ? extends O> transformer],1
org.apache.commons.collections4.comparators,ComparableComparator,comparableComparator,[],1
org.apache.commons.collections4.collection,CompositeCollection,getMutator,[],1
org.apache.commons.collections4.keyvalue,MultiKey,newArray,[final T key1, final T key2, final T key3, final T key4, final T key5],1
org.apache.commons.collections4,MapUtils,getString,[final Map<? super K, ?> map, final K key, final String defaultValue],1
org.apache.commons.collections4,SetUtils,createIterator,[],1
org.apache.commons.collections4,MultiSetUtils,synchronizedMultiSet,[final MultiSet<E> multiset],1
org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,getMapEntry,[],1
org.apache.commons.collections4.bidimap,AbstractDualBidiMap,createBidiMap,[Map<V, K> normalMap, Map<K, V> reverseMap, BidiMap<K, V> inverseMap],1
org.apache.commons.collections4.map,ListOrderedMap,keyList,[],1
org.apache.commons.collections4,IteratorUtils,arrayIterator,[final Object array, final int start, final int end],1
org.apache.commons.collections4.functors,NullPredicate,nullPredicate,[],1
org.apache.commons.collections4.sequence,EditScript,append,[final DeleteCommand<T> command],1
org.apache.commons.collections4,TransformerUtils,switchMapTransformer,[final Map<I, Transformer<I, O>> objectsAndTransformers],2
org.apache.commons.collections4.list,NodeCachingLinkedList,removeAllNodes,[],2
org.apache.commons.collections4,CollectionUtils,select,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate, final R outputCollection, final R rejectedCollection],5
org.apache.commons.collections4,IterableUtils,uniqueIterable,[final Iterable<E> iterable],1
org.apache.commons.collections4.set,UnmodifiableSortedSet,headSet,[final E toElement],1
org.apache.commons.collections4,MultiValuedMap,containsValue,[Object value],1
org.apache.commons.collections4.properties,SortedProperties,sortedKeys,[],1
org.apache.commons.collections4.list,AVLNode,balance,[],9
org.apache.commons.collections4,CardinalityHelper,freqB,[final Object obj],1
org.apache.commons.collections4,ListUtils,longestCommonSubsequence,[final List<E> listA, final List<E> listB, final Equator<? super E> equator],1
org.apache.commons.collections4,CardinalityHelper,freqA,[final Object obj],1
org.apache.commons.collections4.map,ListOrderedMap,listOrderedMap,[final Map<K, V> map],1
org.apache.commons.collections4.trie,PrefixRangeMap,getToKey,[],1
org.apache.commons.collections4.iterators,SkippingIterator,init,[],3
org.apache.commons.collections4.set,TransformedNavigableSet,lower,[final E e],1
org.apache.commons.collections4.iterators,ZippingIterator,hasNext,[],4
org.apache.commons.collections4,TransformerUtils,asTransformer,[final Factory<? extends O> factory],1
org.apache.commons.collections4.collection,CompositeCollection,removeComposited,[final Collection<E> coll],1
org.apache.commons.collections4.keyvalue,MultiKey,getComponentType,[final T... values],6
org.apache.commons.collections4,Bag,uniqueSet,[],1
org.apache.commons.collections4.iterators,EmptyListIterator,resettableEmptyListIterator,[],1
org.apache.commons.collections4.sequence,SequencesComparator,getScript,[],1
org.apache.commons.collections4.functors,ComparatorPredicate,evaluate,[final T target],7
org.apache.commons.collections4.map,AbstractSortedMapDecorator,tailMap,[final K fromKey],1
org.apache.commons.collections4,MapUtils,synchronizedSortedMap,[final SortedMap<K, V> map],1
org.apache.commons.collections4,FluentIterable,skip,[final long elementsToSkip],1
org.apache.commons.collections4,MapUtils,verbosePrintInternal,[final PrintStream out, final Object label, final Map<?, ?> map, final Deque<Map<?, ?>> lineage, final boolean debug],16
org.apache.commons.collections4,SetOperationCardinalityHelper,setCardinality,[final O obj, final int count],2
org.apache.commons.collections4.list,AbstractLinkedList,addLast,[final E o],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,getNearestEntryForKey,[final K key, final int lengthInBits],5
org.apache.commons.collections4.bloomfilter,BitMap,numberOfBitMaps,[final int numberOfBits],1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,trimToSize,[],2
org.apache.commons.collections4,CardinalityHelper,max,[final Object obj],1
org.apache.commons.collections4.iterators,CollatingIterator,anyValueSet,[final BitSet set],3
org.apache.commons.collections4.properties,EmptyProperties,stringPropertyNames,[],1
org.apache.commons.collections4,IterableUtils,zippingIterable,[final Iterable<? extends E> first, final Iterable<? extends E>... others],2
org.apache.commons.collections4.list,CursorableLinkedList,broadcastNodeRemoved,[final Node<E> node],3
org.apache.commons.collections4.properties,EmptyProperties,storeToXML,[final OutputStream os, final String comment, final String encoding],1
org.apache.commons.collections4,MapUtils,getLong,[final Map<? super K, ?> map, final K key, final Long defaultValue],1
org.apache.commons.collections4.bidimap,Node,getRight,[final DataElement dataElement],1
org.apache.commons.collections4,IteratorUtils,loopingListIterator,[final List<E> list],1
org.apache.commons.collections4,EquatorWrapper,equals,[final Object obj],3
org.apache.commons.collections4,IteratorUtils,toListIterator,[final Iterator<? extends E> iterator],1
org.apache.commons.collections4.bloomfilter,Shape,checkProbability,[final double probability],4
org.apache.commons.collections4.map,AbstractReferenceMap,isKeyType,[final ReferenceStrength type],1
org.apache.commons.collections4.list,SetUniqueList,createSetBasedOnList,[final Set<E> set, final List<E> list],3
org.apache.commons.collections4.list,Cursor,checkModCount,[],3
org.apache.commons.collections4.functors,ChainedClosure,chainedClosure,[final Collection<? extends Closure<? super E>> closures],3
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectValue,[final K key],2
org.apache.commons.collections4.properties,EmptyProperties,rehash,[],1
org.apache.commons.collections4.map,ReferenceEntry,nullValue,[],1
org.apache.commons.collections4,CardinalityHelper,getFreq,[final Object obj, final Map<?, Integer> freqMap],2
org.apache.commons.collections4,CollectionUtils,find,[final Iterable<T> collection, final Predicate<? super T> predicate],3
org.apache.commons.collections4,FluentIterable,limit,[final long maxSize],1
org.apache.commons.collections4,ListUtils,indexOf,[final List<E> list, final Predicate<E> predicate],5
org.apache.commons.collections4.multiset,AbstractMultiSet,createEntrySet,[],1
org.apache.commons.collections4.list,Cursor,nodeChanged,[final Node<E> node],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSet,[],1
org.apache.commons.collections4.functors,EqualPredicate,equalPredicate,[final T object, final Equator<T> equator],2
org.apache.commons.collections4.iterators,EnumerationIterator,getEnumeration,[],1
org.apache.commons.collections4.map,AbstractLinkedMap,entryAfter,[final LinkEntry<K, V> entry],1
org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,entrySet,[],1
org.apache.commons.collections4.bag,CollectionSortedBag,collectionSortedBag,[final SortedBag<E> bag],1
org.apache.commons.collections4.map,AbstractHashedMap,calculateThreshold,[final int newCapacity, final float factor],1
org.apache.commons.collections4.collection,IndexedCollection,nonUniqueIndexedCollection,[final Collection<C> coll, final Transformer<C, K> keyTransformer],1
org.apache.commons.collections4.bidimap,TreeBidiMap,getRightChild,[final Node<K, V> node, final DataElement dataElement],3
org.apache.commons.collections4.functors,OnePredicate,onePredicate,[final Collection<? extends Predicate<? super T>> predicates],1
org.apache.commons.collections4.iterators,PeekingIterator,fill,[],4
org.apache.commons.collections4,MapUtils,applyDefaultFunction,[final Map<? super K, ?> map, final K key, final BiFunction<Map<? super K, ?>, K, R> getFunction, final Function<K, R> defaultFunction, final R defaultValue],9
org.apache.commons.collections4.list,AVLNode,getRightSubTree,[],3
org.apache.commons.collections4,SetUtils,newIdentityHashSet,[],1
org.apache.commons.collections4,MultiValuedMap,entries,[],1
org.apache.commons.collections4.bidimap,UnmodifiableOrderedBidiMap,inverseOrderedBidiMap,[],2
org.apache.commons.collections4.bloomfilter,IndexUtils,ensureCapacityForAdd,[final int[] array, final int index],2
org.apache.commons.collections4.sequence,SequencesComparator,buildScript,[final int start1, final int end1, final int start2, final int end2, final EditScript<T> script],13
org.apache.commons.collections4.map,MultiValueMap,createCollection,[final int size],1
org.apache.commons.collections4,ListUtils,defaultIfNull,[final List<T> list, final List<T> defaultList],3
org.apache.commons.collections4.bloomfilter,BloomFilter,estimateUnion,[final BloomFilter other],1
org.apache.commons.collections4,MultiValuedMap,keys,[],1
org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,unmodifiableOrderedMapIterator,[final OrderedMapIterator<K, ? extends V> iterator],2
org.apache.commons.collections4.functors,AllPredicate,allPredicate,[final Collection<? extends Predicate<? super T>> predicates],3
org.apache.commons.collections4,CollectionUtils,maxSize,[final Collection<? extends Object> collection],3
org.apache.commons.collections4.functors,ComparatorPredicate,comparatorPredicate,[final T object, final Comparator<T> comparator, final Criterion criterion],1
org.apache.commons.collections4,CollectionUtils,getCardinalityMap,[final Iterable<? extends O> coll],3
org.apache.commons.collections4.iterators,TransformIterator,transform,[final I source],1
org.apache.commons.collections4,IteratorUtils,collatedIterator,[final Comparator<? super E> comparator, final Collection<Iterator<? extends E>> iterators],3
org.apache.commons.collections4,MapUtils,putAll,[final Map<K, V> map, final Object[] array],12
org.apache.commons.collections4,SetUtils,orderedSet,[final Set<E> set],1
org.apache.commons.collections4,FluentIterable,of,[final Iterable<T> iterable],2
org.apache.commons.collections4.iterators,FilterListIterator,clearPreviousObject,[],1
org.apache.commons.collections4.map,AbstractReferenceMap,purgeBeforeRead,[],1
org.apache.commons.collections4.functors,ConstantFactory,constantFactory,[final T constantToReturn],2
org.apache.commons.collections4.functors,OrPredicate,orPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4,CollectionUtils,disjunction,[final Iterable<? extends O> a, final Iterable<? extends O> b],2
org.apache.commons.collections4.collection,Builder,rejectedElements,[],1
org.apache.commons.collections4,CollectionUtils,selectRejected,[final Iterable<? extends O> inputCollection, final Predicate<? super O> predicate, final R outputCollection],6
org.apache.commons.collections4.keyvalue,MultiKey,getKeys,[],1
org.apache.commons.collections4.map,AbstractHashedMap,entryNext,[final HashEntry<K, V> entry],1
org.apache.commons.collections4.bidimap,TreeBidiMap,doRedBlackInsert,[final Node<K, V> insertedNode, final DataElement dataElement],11
org.apache.commons.collections4.map,PassiveExpiringMap,removeIfExpired,[final Object key, final long nowMillis],2
org.apache.commons.collections4.trie,AbstractPatriciaTrie,lastEntry,[],1
